Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Joint,Neck Material,Neck Profile,Scale Size,Frets,Fretboard Material,Number of Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Top Pickup Brand,Pickups Power,Locking Tuners,Bridge Type,Tremolo,Price
18,13,1,1,5,2,7,6,2,1,1,4,7,1,2,5,1,0,12,1,1,2,1,1,6,1,5,0,961.8275
18,6,1,1,5,2,14,6,2,1,1,6,7,1,3,12,0,11,2,1,1,1,1,1,6,0,6,1,1124.9779999999998
20,13,1,1,2,2,15,2,2,2,1,6,7,1,3,7,1,11,13,3,1,1,1,1,6,1,6,1,985.32
5,13,1,1,2,2,15,6,2,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,1,1,4,0,1349.1466666666668
12,11,9,1,2,2,14,3,0,2,1,6,0,6,3,4,1,9,12,3,1,1,1,1,8,1,9,1,1240.226
20,12,1,1,2,2,16,6,2,2,1,6,7,1,3,7,1,7,13,1,1,1,1,1,1,1,4,0,1313.76
20,10,1,1,2,2,16,6,2,2,1,6,7,1,3,7,1,7,13,1,1,1,1,1,6,1,4,0,958.99
20,12,1,1,2,2,16,2,2,2,1,6,7,6,3,7,1,7,13,1,1,1,0,1,6,1,4,0,1120.98
20,12,1,1,2,2,16,1,2,2,1,6,7,1,3,7,1,7,13,1,1,1,1,1,1,1,4,0,1306.88
20,13,1,2,2,2,16,6,2,2,1,6,7,1,3,10,1,11,18,1,1,1,1,1,6,1,6,1,985.32
20,12,1,1,2,2,14,1,2,2,1,11,7,1,3,7,1,7,13,1,1,1,0,1,1,1,5,0,1213.8
20,12,1,2,2,2,14,1,2,2,1,8,7,1,3,10,1,7,18,1,1,1,1,1,1,1,4,0,1319.7266666666667
20,11,1,2,2,2,14,1,2,2,1,8,7,1,3,10,1,11,18,3,1,1,1,1,6,1,6,1,1120.98
20,12,1,1,2,2,14,2,0,2,1,6,7,6,3,7,1,7,13,1,1,1,1,1,6,1,5,0,841.5
20,12,7,2,2,2,14,1,0,2,1,6,7,6,3,10,1,7,18,1,1,1,1,1,6,1,4,0,1056.9
5,11,0,1,2,2,16,6,1,2,8,6,7,1,3,7,0,11,12,0,1,1,0,1,0,0,6,1,971.2183333333334
15,4,1,1,6,2,0,3,0,2,0,6,3,6,2,0,1,5,2,3,0,1,1,1,6,1,9,1,2709.822
5,5,1,2,2,2,14,1,1,2,2,6,7,1,3,10,0,11,18,1,1,1,0,1,1,0,6,1,1395.0333333333335
20,12,1,1,2,2,2,6,2,2,1,4,7,1,2,7,1,7,13,1,1,1,1,1,1,1,4,0,1213.8
20,12,1,1,2,2,2,6,2,2,1,4,7,1,2,7,1,7,13,1,1,1,1,1,6,1,4,0,985.32
5,14,1,1,2,2,7,6,2,1,8,11,7,1,3,7,1,14,12,1,1,2,1,1,1,1,5,0,1301.743333333333
5,13,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,1,0,4,0,1169.152
5,13,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,11,12,1,1,2,1,1,1,0,6,1,1022.2183333333332
5,13,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,1,1,5,0,993.372
4,13,1,1,3,2,7,6,2,1,8,4,7,1,2,4,0,1,12,1,1,2,1,1,1,1,5,0,1780.3439999999998
5,12,1,1,2,2,15,6,1,2,8,4,7,1,3,7,0,11,12,1,1,1,1,1,6,0,6,1,950.618
4,6,1,1,3,2,7,6,2,2,8,4,7,1,2,4,0,1,12,1,1,2,1,1,1,1,5,0,1855.1733333333327
2,13,1,2,5,2,14,1,0,2,2,12,0,1,3,12,0,11,18,1,1,1,1,1,6,0,7,1,1912.993333333333
2,13,1,3,5,2,14,1,0,2,2,12,0,1,3,12,0,11,22,1,1,1,1,1,6,0,7,1,1659.99
10,14,1,1,3,0,12,7,2,2,8,3,3,11,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2055.8025
10,14,1,1,3,0,12,7,2,2,8,3,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2530.018
10,14,15,1,3,0,12,7,2,2,8,3,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2759.572
20,12,1,1,2,2,12,6,2,1,1,4,7,1,3,7,1,7,13,1,1,2,0,1,6,1,5,0,963.9
17,13,17,1,5,2,13,5,0,2,1,6,0,11,2,4,0,2,13,3,0,1,3,1,2,1,9,1,1543.4175
18,1,1,1,5,2,14,6,2,1,1,6,7,11,3,8,0,11,2,1,1,2,1,1,1,0,6,1,942.49
18,3,1,1,5,2,14,6,2,1,1,19,7,11,3,8,0,0,12,1,1,2,1,1,1,1,5,0,1073.99
6,14,1,1,0,2,7,6,2,1,1,4,0,1,3,4,0,9,13,1,1,2,2,1,1,1,5,0,1060.76
5,13,1,1,2,2,14,1,0,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,1,1,5,0,1279.884
5,14,1,2,2,2,14,2,1,2,8,11,7,1,3,10,0,14,18,3,0,1,1,1,1,1,5,0,1749.5500000000002
12,10,7,1,3,2,14,3,0,2,1,6,2,11,3,0,0,11,13,1,1,1,1,1,6,0,1,1,2695.274
18,12,1,2,5,2,14,6,1,2,1,8,7,6,3,5,1,5,18,1,1,1,0,1,1,1,5,0,1212.9425
18,14,1,1,5,2,7,6,2,1,1,8,0,11,3,8,0,0,12,1,1,1,1,1,6,1,5,0,1199.0
2,12,1,1,2,2,16,6,2,2,1,4,0,1,3,4,0,11,5,1,1,1,1,1,1,0,7,1,1179.445
5,13,1,1,2,2,7,1,1,2,8,4,7,1,3,7,0,11,12,1,1,2,1,1,1,0,6,1,1187.998
5,11,1,1,2,2,14,6,1,2,8,6,7,1,3,7,0,14,12,1,1,1,1,1,1,0,4,0,1531.3333333333333
5,14,0,1,2,2,14,1,0,2,8,6,7,1,3,5,1,14,13,0,1,1,0,1,0,1,5,0,1137.2666666666669
5,12,1,2,2,2,14,1,1,2,8,6,7,1,3,7,0,11,18,1,1,1,1,1,1,0,6,1,1156.1075
5,13,0,2,2,2,14,1,1,2,8,11,7,1,3,10,1,14,18,0,1,1,0,1,0,1,5,0,1082.66
5,13,0,1,2,2,14,1,1,2,8,6,7,1,3,7,1,14,13,0,1,1,0,1,0,1,5,0,959.2875
4,13,0,1,3,2,14,1,1,2,8,6,7,1,3,4,0,1,12,0,1,1,0,1,0,1,5,0,1758.292
5,13,1,1,2,2,14,6,2,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,1,0,4,0,1097.382
2,13,1,2,5,2,9,6,0,2,2,12,0,1,3,12,0,11,18,1,1,1,1,1,6,0,7,1,1906.33
2,13,1,3,5,2,9,6,0,2,2,12,0,1,3,12,0,11,22,1,1,1,1,1,6,0,7,1,1659.99
18,9,17,1,6,2,13,1,0,8,1,6,7,1,2,8,0,0,7,3,0,1,1,1,8,1,9,1,2569.5
17,13,17,1,5,2,15,5,0,2,1,6,0,11,2,1,0,2,13,3,1,1,1,1,8,1,9,1,1025.28
13,12,1,2,2,2,14,2,0,2,2,8,0,1,3,5,0,11,14,3,1,1,1,1,1,0,6,1,1130.885
13,12,1,1,2,2,16,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,1009.99
13,13,1,1,2,2,16,3,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,986.4550000000002
13,12,1,1,2,2,16,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,979.186
13,12,1,1,2,2,16,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,0,1,1,0,6,1,1222.3719999999998
13,10,1,2,2,2,9,6,1,2,2,6,0,1,3,5,0,11,16,1,1,1,1,1,6,0,6,1,1271.848
13,12,1,2,2,2,9,6,1,2,2,6,0,1,3,5,0,11,14,1,1,1,1,1,6,0,6,1,1068.16
13,12,1,1,2,2,2,3,1,2,2,6,0,1,3,5,0,11,11,1,1,1,0,1,1,0,6,1,1381.916
13,5,1,1,2,2,14,3,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,1095.882
13,13,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,972.894
13,13,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,14,11,1,1,1,1,1,6,1,5,0,1010.018
13,12,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,1149.99
13,12,1,1,2,2,14,6,1,2,2,6,0,6,3,5,0,11,11,1,1,1,1,1,6,0,6,1,1006.7275
13,13,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,835.418
13,13,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,948.004
13,12,9,1,2,2,14,3,1,2,2,6,0,6,3,5,0,11,11,3,1,1,1,1,8,0,6,1,942.0066666666668
13,13,9,1,2,2,14,3,1,2,2,6,0,1,3,5,0,11,11,3,1,1,1,1,8,0,6,1,1226.6799999999998
13,13,1,2,2,2,14,6,1,2,2,6,0,1,3,5,0,11,16,3,1,1,1,1,6,0,6,1,1088.558
0,11,1,1,4,2,14,1,0,2,1,6,0,6,3,5,0,9,11,3,0,1,1,1,6,1,9,1,839.3900000000001
0,12,1,1,4,2,15,2,0,2,1,6,0,6,3,5,0,9,11,1,1,1,1,1,1,1,9,1,896.0799999999999
17,13,1,1,5,2,9,5,0,2,1,6,7,1,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1699.0
12,12,1,1,2,2,14,10,0,7,11,6,0,1,3,12,0,11,13,1,1,1,1,1,6,0,3,1,1206.164
12,7,1,1,3,2,14,2,0,2,7,6,0,6,3,13,0,11,13,3,1,1,1,1,6,0,1,1,1297.476
12,12,1,1,2,2,14,10,0,7,11,8,0,1,3,12,0,14,13,1,1,1,0,1,1,1,4,0,1340.6475
12,12,1,2,3,2,14,6,0,2,11,8,0,1,3,13,0,11,18,1,1,1,0,1,6,0,8,1,2146.9025
12,13,1,2,3,2,14,2,0,2,11,8,0,1,3,13,0,0,18,1,1,1,0,1,6,1,5,0,1996.908
12,9,1,1,3,2,14,2,0,2,7,6,0,1,3,13,0,0,13,3,1,1,1,1,6,1,5,0,1357.766
12,14,1,1,2,2,14,10,1,2,11,6,0,1,3,10,0,14,13,3,1,1,1,1,6,1,5,0,1142.408
23,14,11,1,3,2,0,6,2,1,1,4,0,11,2,4,1,14,4,3,1,1,1,1,6,0,5,0,1814.638
23,14,1,1,3,2,0,6,2,1,1,4,0,11,2,4,1,14,4,3,1,1,1,1,6,0,5,0,1605.706
12,12,8,1,2,2,14,10,0,7,11,6,0,1,3,12,0,14,13,3,2,1,0,1,2,1,5,0,1048.1920000000002
20,12,1,1,2,2,14,6,0,2,1,6,7,6,3,7,1,7,13,1,1,1,1,1,6,1,5,0,841.5
20,12,1,2,2,2,14,6,0,2,1,6,7,1,3,10,1,11,18,3,1,1,1,1,6,1,6,1,1056.9
5,9,1,2,2,2,14,7,1,2,8,6,7,1,3,7,0,14,20,1,1,1,1,1,1,1,4,0,1699.75
5,14,1,2,2,2,14,2,0,2,8,11,7,1,3,5,1,1,18,1,1,1,1,1,1,1,5,0,1442.3266666666666
18,14,1,1,2,2,7,6,2,1,1,4,7,1,2,5,1,9,3,1,1,2,1,1,6,0,5,0,1618.725
18,12,1,1,5,2,14,6,2,1,1,6,7,1,3,12,0,0,12,1,1,1,1,1,6,1,5,0,979.5
4,6,1,2,3,2,15,1,1,2,8,11,7,1,3,4,0,1,18,1,1,1,1,1,1,1,5,0,2099.0
20,14,1,1,2,2,15,1,2,2,1,6,7,1,3,7,1,7,13,1,1,1,1,1,1,1,4,0,1213.8
20,13,1,2,2,2,15,1,2,2,1,8,7,1,3,10,1,7,18,1,1,1,1,1,1,1,4,0,1313.76
20,14,1,2,2,2,15,1,2,2,1,8,7,1,3,10,1,7,18,1,1,1,1,1,1,1,4,0,1313.76
5,13,1,1,2,2,15,6,2,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,1,1,4,0,1205.9050000000002
13,12,9,1,6,2,14,1,0,2,2,6,0,1,2,5,0,11,11,3,1,1,1,1,8,0,6,1,2740.978
13,12,9,1,6,2,14,1,0,2,2,6,0,6,2,5,0,11,11,3,1,1,1,1,8,0,6,1,1875.5525
13,12,9,1,6,2,14,1,0,2,2,6,0,6,2,5,0,11,11,3,1,1,1,1,8,0,6,1,2787.17
20,12,1,1,2,2,16,2,2,2,1,6,7,1,3,7,1,7,13,1,1,1,0,1,6,1,4,0,1130.16
20,11,1,2,2,2,16,6,2,2,1,6,7,1,3,10,1,7,18,1,1,1,1,1,6,1,4,0,1080.24
20,13,1,3,2,2,16,6,2,2,1,11,7,1,3,10,1,7,22,1,1,1,1,1,6,1,4,0,1313.76
20,13,1,3,2,2,16,2,2,2,1,11,7,1,3,10,1,7,22,1,1,1,0,1,6,1,4,0,1313.76
15,8,13,1,6,2,0,2,0,2,1,6,3,6,2,0,1,5,2,1,1,1,1,1,6,1,5,0,2294.132
15,10,13,1,6,2,0,2,0,2,1,6,3,6,2,0,1,5,2,1,1,1,1,1,6,1,9,1,2523.386
20,10,1,1,2,2,14,2,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,1120.98
20,10,1,1,2,2,14,1,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,1109.205
20,12,1,1,2,2,14,1,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,1007.1066666666666
20,13,1,1,2,2,14,1,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,916.98
20,14,1,1,2,2,14,2,2,2,1,6,7,1,3,7,1,7,13,3,1,1,0,1,6,1,4,0,1213.8
20,11,1,1,2,2,14,2,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,841.5
20,10,1,1,2,2,14,1,2,2,1,6,7,6,3,7,1,7,13,3,1,1,1,1,6,1,4,0,981.78
20,11,1,3,2,2,14,1,2,2,1,11,7,1,3,10,1,7,22,3,1,1,1,1,6,1,4,0,1210.42
15,7,17,1,6,2,9,2,0,2,1,6,3,6,2,0,1,5,2,3,0,1,1,1,8,1,9,1,1724.495
15,5,1,1,6,2,9,11,0,2,1,6,3,6,2,0,1,5,2,3,0,1,1,1,6,1,9,1,1724.495
0,13,1,1,4,2,14,3,0,2,1,6,0,6,3,5,0,0,11,3,1,1,1,1,6,1,9,1,1326.518
5,8,1,1,2,2,7,6,2,2,8,4,7,7,2,4,0,11,13,1,2,2,1,1,6,0,6,1,1406.016
12,1,2,1,3,2,14,1,0,2,1,6,0,6,2,4,0,1,0,3,0,1,2,1,8,1,9,1,2018.82
12,14,2,1,2,2,14,1,0,2,1,6,0,6,2,4,0,9,0,3,0,1,2,1,8,1,9,1,1433.34
18,12,1,1,2,2,14,6,2,2,8,6,7,1,3,8,0,11,2,1,1,1,1,1,3,0,6,1,1111.0260000000003
7,12,16,1,6,2,15,2,0,2,1,6,6,6,1,16,0,1,2,1,1,1,1,1,8,1,5,0,2606.7200000000003
18,14,1,1,2,2,14,2,1,1,1,6,0,1,3,8,0,0,3,1,1,1,1,0,6,1,5,0,1299.0
18,14,1,2,2,2,14,2,1,1,1,7,0,1,3,12,0,0,18,1,1,1,1,0,6,1,5,0,1449.0333333333335
18,12,1,2,5,2,14,6,2,1,1,12,7,1,3,12,1,7,18,1,1,2,1,1,6,1,5,0,1191.526
18,14,1,3,2,2,14,2,1,1,1,12,0,1,3,14,0,0,22,1,1,1,1,0,6,1,5,0,1599.0
18,12,1,3,5,2,14,6,2,1,1,12,7,1,3,14,1,7,22,1,1,2,1,1,6,1,5,0,1599.0
15,9,9,1,6,2,13,1,0,2,1,6,3,6,2,0,1,5,2,3,0,1,1,1,8,1,9,1,2374.5
15,9,17,1,6,2,13,1,0,2,1,6,3,6,2,0,1,5,2,3,0,1,1,1,8,1,9,1,2010.9975
18,7,1,1,5,2,14,6,2,2,1,6,7,11,3,8,0,11,2,1,1,1,1,1,3,0,6,1,885.2
18,3,1,1,5,2,9,6,1,2,1,6,7,1,2,8,0,0,12,1,2,1,1,1,6,1,5,0,1244.8733333333334
18,8,1,1,5,2,14,1,0,2,1,6,7,1,2,8,0,11,2,1,1,1,0,1,3,0,6,1,1226.7
15,11,7,1,6,2,0,11,0,2,1,6,3,6,2,0,1,5,2,1,1,1,1,1,6,1,9,1,2714.4466666666667
16,12,1,1,6,2,10,6,0,2,1,5,3,6,3,0,0,11,6,3,1,1,1,1,6,1,6,1,2495.196
20,12,1,2,2,2,2,6,2,2,1,6,7,1,2,10,1,7,18,1,1,1,1,1,6,1,4,0,1236.19
5,13,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,1,1,5,0,842.7620000000001
5,13,1,1,2,2,7,6,2,1,8,4,7,1,2,7,1,14,12,1,1,2,1,1,1,1,5,0,1156.98
5,14,1,1,2,2,7,6,2,1,8,4,7,1,2,7,1,14,12,1,1,2,1,1,6,1,4,0,1499.0
5,12,1,1,2,2,15,6,1,2,8,4,7,1,3,7,0,14,12,1,1,1,1,1,6,1,5,0,884.9119999999999
2,13,1,1,2,2,14,1,0,2,2,6,0,1,3,12,0,11,13,1,1,1,1,1,1,0,6,1,919.1333333333332
11,13,1,1,2,2,14,10,0,2,1,6,3,1,3,4,1,11,12,1,1,1,1,1,6,0,6,1,330.48
10,14,1,1,3,0,12,7,2,2,8,3,3,11,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2203.146
10,12,1,1,3,0,12,7,2,2,9,3,3,11,2,21,0,6,11,1,2,1,0,1,6,1,0,1,2818.2525
10,14,1,1,3,0,1,7,2,2,8,6,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2795.316
20,11,1,1,2,2,12,1,2,2,1,4,7,1,3,7,1,7,13,1,1,2,1,1,6,1,4,0,985.32
20,11,1,1,2,2,12,2,2,2,1,4,7,1,3,7,1,7,13,1,1,2,1,1,6,1,4,0,937.38
17,13,15,1,5,2,15,5,0,2,9,6,0,6,2,1,0,2,13,1,1,1,1,1,6,1,5,0,1496.2425
5,13,1,1,2,2,14,6,2,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,6,1,5,0,823.6599999999999
5,12,1,1,2,2,14,6,2,2,8,6,7,1,3,7,0,11,12,1,1,1,1,1,6,0,6,1,915.0075
5,12,1,1,2,2,14,6,2,2,8,6,7,1,3,7,1,11,12,1,1,1,1,1,6,0,6,1,1142.674
5,14,1,2,2,2,14,6,2,2,8,11,7,1,3,5,1,14,18,1,1,1,1,1,6,1,5,0,1153.9266666666665
18,1,1,1,5,2,14,6,2,1,1,6,7,11,3,8,0,0,12,1,1,2,1,1,1,1,5,0,720.75
18,1,1,2,5,2,14,6,2,1,1,8,7,11,3,12,0,11,16,1,1,2,1,1,1,0,6,1,1015.5425
18,1,1,2,5,2,14,6,2,1,1,8,7,11,3,12,0,11,16,1,1,1,1,1,3,0,6,1,1081.994
18,7,1,1,5,2,14,6,2,2,1,6,7,1,3,5,0,0,12,1,1,2,1,1,1,1,5,0,941.234
18,7,1,1,5,2,14,6,2,2,1,6,7,1,3,5,0,11,2,1,1,2,1,1,1,0,6,1,1125.045
12,11,8,1,2,2,14,1,0,2,11,6,0,1,3,12,0,11,13,3,0,1,1,1,8,0,1,1,1395.7900000000002
7,4,1,1,6,2,13,6,0,2,1,6,0,1,2,5,0,15,13,1,0,1,0,1,1,1,5,0,1587.75
21,12,1,1,2,2,14,6,0,2,2,6,3,1,3,12,1,5,4,1,1,1,1,1,6,1,9,1,1043.3266666666666
18,5,1,1,5,2,14,6,2,1,1,8,7,11,3,8,0,0,12,1,1,1,1,1,6,0,5,0,1094.69
5,6,1,2,2,2,14,6,1,2,8,6,7,1,3,7,0,14,18,1,1,1,1,1,1,0,4,0,1519.21
6,12,1,1,0,2,7,6,2,1,0,4,0,1,3,4,0,12,13,1,1,2,2,1,1,1,5,0,696.468
12,11,1,1,2,2,14,10,0,2,11,6,0,1,3,12,0,14,13,1,1,1,0,1,1,1,5,0,1305.4666666666667
5,10,0,1,2,2,14,1,1,2,8,6,7,1,3,7,0,11,13,0,1,1,0,1,4,0,6,1,954.22
5,12,0,1,2,2,14,1,1,2,8,6,7,1,3,7,0,11,13,0,1,1,0,1,4,0,6,1,905.044
5,12,1,1,2,2,14,6,0,2,8,9,7,1,3,7,1,1,12,1,1,1,1,1,6,1,5,0,1204.2975
5,12,1,1,2,2,14,1,1,2,8,6,7,1,3,7,1,14,13,1,1,1,1,1,1,1,5,0,1207.956
4,6,1,2,3,2,14,6,2,2,8,6,7,1,3,4,0,1,18,1,1,1,1,1,6,1,5,0,2561.126
21,12,1,1,2,2,14,6,2,1,2,6,3,1,3,12,1,5,4,1,1,1,1,1,6,1,9,1,1032.996666666667
5,13,1,2,2,2,14,6,2,2,8,6,7,1,3,7,1,14,18,1,1,1,1,1,1,0,4,0,1236.832
17,13,15,1,5,2,15,5,0,2,1,6,0,11,2,1,0,2,13,1,1,1,1,1,6,1,5,0,903.4833333333332
5,13,0,1,2,2,3,6,1,1,8,6,7,1,2,7,1,14,12,0,1,1,0,1,0,1,5,0,895.432
5,14,0,2,2,2,3,6,1,1,8,11,7,1,2,10,1,14,18,0,1,1,0,1,0,1,5,0,1039.66
13,12,1,1,2,2,14,2,0,2,2,6,0,1,3,5,0,11,11,3,1,1,1,1,6,0,6,1,956.306
13,10,1,1,2,2,16,6,1,2,2,6,0,1,3,5,0,11,11,1,1,1,1,1,6,0,6,1,861.592
13,6,1,1,2,2,16,6,1,2,2,6,0,1,3,5,0,14,11,1,2,1,1,1,6,1,5,0,859.5560000000002
13,13,1,1,2,2,16,6,1,2,2,6,0,1,2,5,0,14,11,1,1,1,1,1,1,1,5,0,949.906
13,10,1,1,2,2,16,6,1,2,2,6,0,1,2,5,0,11,11,1,1,1,1,1,6,0,6,1,990.964
13,13,0,1,2,2,2,15,1,2,2,6,0,1,3,5,0,11,11,0,1,1,0,1,4,0,6,1,1080.304
13,12,1,2,2,2,16,6,1,2,2,6,0,1,3,5,0,11,14,1,1,1,0,1,1,0,6,1,1262.702
13,6,1,1,2,2,9,6,1,1,2,4,3,1,2,5,0,14,11,1,1,2,2,1,6,1,5,0,1205.8833333333332
13,11,1,1,2,2,2,6,1,2,2,6,0,5,3,5,0,11,11,1,1,2,0,1,1,0,6,1,876.5880000000001
13,13,1,1,2,2,14,6,1,2,2,6,0,1,3,5,0,14,11,1,1,1,1,1,6,1,5,0,757.8979999999999
13,13,1,2,2,2,14,6,1,2,2,6,0,1,3,5,0,14,16,3,1,1,1,1,6,1,5,0,1040.4019999999998
0,12,1,1,4,2,14,6,0,2,1,6,0,6,3,5,0,11,11,3,1,1,1,1,6,0,6,1,917.4625
0,14,1,1,4,2,14,6,0,2,1,6,0,1,3,5,0,9,11,3,1,1,1,1,6,1,5,0,981.0675
0,13,8,1,4,2,14,1,0,2,1,6,0,6,3,5,0,9,11,3,0,1,1,1,8,1,9,1,937.215
0,13,8,1,2,2,14,6,0,2,1,6,0,6,3,5,0,9,11,3,0,1,1,1,8,1,9,1,1037.97
0,13,9,1,4,2,14,1,0,2,1,6,0,6,3,5,0,9,11,3,0,1,1,1,8,1,9,1,913.9525
0,12,9,1,5,2,14,2,0,2,1,6,0,6,3,5,0,9,11,3,0,1,1,1,8,1,9,1,986.56
0,12,9,1,4,2,14,1,0,2,1,6,0,6,3,5,0,11,11,3,1,1,1,1,8,0,6,1,1010.9925
0,10,1,1,4,2,14,2,0,2,1,6,0,1,2,5,0,11,11,1,1,1,1,1,6,0,6,1,913.1725
0,10,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,1,1,6,0,6,1,828.1066666666666
0,13,1,1,4,2,15,1,0,2,1,6,0,6,3,5,0,9,11,1,1,1,1,1,1,1,5,0,868.1325
18,11,1,1,2,2,14,2,2,2,1,6,7,1,3,8,0,11,2,1,1,1,1,1,6,0,6,1,953.056
17,13,1,1,5,2,9,5,0,2,1,6,7,1,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1212.6633333333332
17,13,1,1,5,1,0,5,2,0,1,4,7,1,2,4,0,2,13,1,1,1,2,1,6,1,0,1,1282.435
12,11,1,2,3,2,14,3,0,2,11,11,0,1,3,13,0,11,18,3,1,1,1,1,6,0,8,1,1764.3866666666663
12,13,1,1,2,2,14,10,0,7,11,6,0,1,3,12,0,14,13,1,1,1,1,1,1,1,5,0,910.654
12,8,1,1,3,2,14,2,0,2,7,6,0,6,3,13,0,9,13,3,1,1,1,1,6,1,5,0,1369.018
12,8,1,2,3,2,14,2,0,2,11,6,0,6,3,13,0,11,18,3,1,1,1,1,6,0,8,1,1366.49
12,11,1,1,2,2,14,10,0,7,11,6,0,1,3,12,0,14,13,1,1,1,0,1,6,1,5,0,868.9275
12,11,1,1,2,2,14,2,0,7,11,8,0,1,3,12,0,14,13,1,1,1,0,1,1,1,5,0,990.6916666666666
18,3,17,1,5,2,9,6,2,2,1,19,7,11,3,8,0,0,12,3,1,1,1,1,8,1,5,0,1259.0
9,11,1,1,6,2,11,6,2,1,0,4,3,1,3,2,0,9,13,1,0,2,2,1,6,0,5,0,1765.8580000000002
14,14,0,1,2,2,14,6,1,1,1,6,0,1,3,6,0,11,2,0,1,1,0,1,4,0,6,1,879.655
18,9,1,1,2,2,14,6,0,2,1,6,7,1,3,8,0,11,2,1,1,2,0,1,3,0,6,1,812.104
20,13,1,1,2,2,15,1,2,2,1,6,7,1,3,7,1,7,13,3,1,1,1,1,6,1,4,0,956.76
7,12,9,1,4,2,13,1,0,2,1,6,3,11,2,22,0,11,8,3,1,1,2,1,8,1,6,1,1330.602
0,9,9,1,6,2,14,1,0,2,1,6,0,6,2,5,0,11,11,3,1,1,0,1,8,0,6,1,2232.09
0,8,9,1,6,2,14,1,0,2,1,6,0,6,2,5,0,11,11,3,1,1,0,1,8,0,6,1,2326.0325000000003
5,14,1,1,2,2,11,6,2,1,8,11,7,1,3,7,1,14,12,1,1,1,1,1,1,1,5,0,1153.9266666666665
13,4,1,1,2,2,16,15,1,2,2,6,0,5,3,5,0,11,11,1,1,1,1,1,1,0,6,1,673.71
12,13,1,1,2,2,9,11,1,2,11,6,0,1,3,10,0,11,13,1,1,1,1,1,6,0,3,1,1218.63
20,10,1,2,2,2,14,2,2,2,1,8,7,1,3,10,1,7,18,3,1,1,1,1,6,1,4,0,1286.3933333333334
20,9,1,2,2,2,14,1,2,2,1,8,7,1,3,10,1,7,18,3,1,1,1,1,6,1,4,0,1261.19
20,13,1,2,2,2,14,1,2,2,1,8,7,1,3,10,1,7,18,3,1,1,1,1,6,1,4,0,1106.7
20,10,1,2,2,2,14,2,2,2,1,8,7,1,3,10,1,7,18,3,1,1,1,1,6,1,4,0,1059.78
5,14,0,1,2,2,15,6,1,1,8,4,8,1,3,7,0,14,12,0,1,1,0,1,0,1,5,0,1360.5
7,11,15,1,6,2,6,1,0,2,2,6,3,11,1,1,0,1,10,1,0,2,2,1,6,1,9,1,2124.1760000000004
7,11,17,1,6,2,13,1,0,2,2,6,3,6,2,1,0,1,10,3,0,1,2,1,8,1,9,1,1685.7580000000005
7,11,9,1,6,2,13,1,0,2,2,6,3,11,2,1,0,1,10,3,0,1,2,1,8,1,9,1,1727.9575
0,11,1,2,5,2,14,3,0,2,1,6,0,6,3,5,0,0,16,3,1,1,1,1,6,1,9,1,1215.85
