Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Joint,Neck Material,Neck Profile,Scale Size,Frets,Fretboard Material,Number of Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Top Pickup Brand,Pickups Power,Locking Tuners,Bridge Type,Tremolo,Price
16,8,1,1,6,2,10,6,0,2,1,5,3,11,3,0,0,13,11,1,2,1,1,1,6,1,9,1,1765.5075
16,11,1,1,6,1,10,6,0,2,1,5,3,11,3,0,0,13,11,1,2,1,1,1,6,1,9,1,2142.858
16,3,1,1,6,2,10,6,2,1,1,5,3,11,3,0,0,13,11,3,2,1,1,1,6,1,9,1,2716.6
18,7,1,1,5,2,14,6,2,2,1,6,7,11,3,8,0,11,2,1,1,1,1,1,1,0,6,1,731.11
9,14,1,1,6,2,16,6,2,1,1,6,3,1,3,2,0,9,13,1,0,2,1,1,6,0,5,0,2674.4975
18,12,1,1,5,2,2,6,2,1,1,4,7,1,2,5,0,9,12,1,2,1,1,1,6,1,5,0,980.1466666666666
5,13,0,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,0,1,1,0,1,0,1,5,0,849.366
5,11,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,6,0,4,0,1124.924
5,12,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,6,1,5,0,1072.9325
4,13,1,1,3,2,2,6,2,1,8,4,7,1,2,4,0,1,12,1,1,1,1,1,1,1,5,0,2117.0733333333333
2,12,1,2,2,2,14,1,0,2,2,6,0,1,3,12,0,11,18,1,1,1,1,1,1,0,6,1,1234.9
6,12,1,1,0,2,16,6,2,1,0,4,0,1,3,4,0,12,13,1,1,1,1,1,1,1,5,0,736.35
12,13,1,3,2,2,3,2,1,2,1,11,0,11,2,12,0,11,23,1,1,2,1,1,6,0,5,0,2156.33
11,14,1,1,2,2,14,10,0,2,1,6,0,6,3,4,1,0,12,1,1,1,1,1,1,1,5,0,400.86
11,13,1,1,2,2,14,10,0,2,1,6,3,6,3,4,1,11,12,1,1,1,1,1,6,0,6,1,423.3
11,13,8,1,2,2,14,10,0,2,1,6,3,1,3,4,1,9,12,3,1,1,1,1,8,1,9,1,272.23
11,13,8,1,2,2,14,10,0,2,1,6,3,6,3,4,1,9,12,3,1,1,1,1,8,1,9,1,342.795
11,13,9,1,2,2,14,10,0,2,1,6,3,6,3,4,1,9,12,3,1,1,1,1,8,1,9,1,298.86
11,14,1,1,2,2,15,10,0,2,1,6,0,6,3,4,1,9,12,1,1,1,1,1,1,1,5,0,298.86
10,9,1,1,3,0,0,7,2,2,8,3,5,1,2,4,0,1,11,1,2,3,0,1,6,0,0,1,2630.69
10,11,1,1,3,2,7,6,2,1,8,3,3,1,2,4,0,9,11,1,1,3,1,1,6,1,5,0,1804.54
5,7,1,1,2,2,7,6,2,1,8,4,7,1,2,7,0,11,12,1,1,2,0,1,1,0,6,1,1309.7240000000002
17,13,11,1,5,2,15,5,2,0,1,4,7,1,2,4,0,2,13,1,1,1,1,1,6,1,0,1,1744.23
5,2,1,1,2,2,11,6,2,2,8,4,7,1,3,7,0,11,12,1,1,1,0,1,1,1,7,1,1987.3
18,1,1,2,5,2,14,6,2,1,1,8,7,11,3,12,0,0,18,1,1,2,1,1,1,1,5,0,760.7475
18,7,1,1,5,2,15,6,2,2,1,6,7,1,3,5,0,0,12,1,1,1,1,1,1,1,5,0,904.5
18,9,1,1,5,2,2,6,2,2,1,6,7,1,3,8,0,11,2,1,1,1,1,1,1,0,6,1,1500.0
12,8,1,2,2,2,14,10,0,2,11,8,0,11,3,12,0,11,18,3,1,1,0,1,6,1,3,1,968.058
18,7,1,1,5,2,9,6,2,1,1,4,7,1,2,8,0,0,12,1,2,2,1,1,6,1,5,0,804.995
7,6,1,1,6,2,6,6,0,2,1,6,0,1,2,5,0,15,10,1,0,1,0,1,1,1,5,0,1488.4325
5,8,1,1,2,2,14,1,1,2,8,6,7,1,3,7,0,14,12,1,1,1,0,1,1,1,5,0,1159.66
21,13,1,2,2,2,14,6,0,2,2,6,3,1,3,12,1,5,19,1,1,1,1,1,6,1,9,1,1019.65
12,12,7,1,2,2,14,3,0,2,1,6,2,11,3,0,0,11,12,1,1,1,1,1,6,0,1,1,1532.17
12,13,1,1,3,2,14,1,0,2,1,6,2,11,3,0,0,11,13,1,1,1,1,1,6,0,1,1,2225.65
12,6,1,1,3,2,14,1,0,2,1,6,2,11,3,0,0,11,13,1,1,1,1,1,6,0,1,1,2213.794
5,9,1,1,2,2,14,1,1,2,8,6,7,7,3,7,0,11,12,1,1,2,1,1,1,0,6,1,1368.6425000000002
5,10,1,1,2,2,14,1,1,2,8,6,7,7,3,7,0,11,12,1,1,2,1,1,1,0,6,1,1170.952
12,13,8,1,2,2,14,1,0,2,1,6,0,11,3,12,0,11,12,3,1,1,1,1,8,0,3,1,1539.6033333333332
17,13,1,1,5,1,0,5,0,0,1,4,0,11,2,4,0,2,13,1,1,2,2,1,6,1,5,0,1177.0225
9,11,1,1,6,2,7,6,2,1,1,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,1621.202
5,12,1,2,2,2,14,6,0,2,8,12,7,1,3,10,0,1,18,1,1,1,1,1,6,1,5,0,1230.916
5,12,1,2,2,2,14,1,1,2,8,6,7,1,3,10,0,14,18,1,1,1,1,1,1,1,5,0,1158.515
5,12,1,3,2,2,14,6,0,2,8,12,7,1,3,10,0,1,22,1,1,1,1,1,6,1,5,0,1499.0
5,9,1,1,2,2,14,6,0,2,8,6,7,7,3,7,0,11,13,1,1,1,0,1,1,0,6,1,806.7475
5,12,0,1,2,2,14,1,1,2,8,6,7,1,3,7,0,14,13,0,1,1,0,1,4,1,5,0,978.346
21,12,1,2,2,2,14,6,2,1,2,6,3,1,3,12,1,5,19,1,1,1,1,1,6,1,9,1,793.32
18,9,1,1,5,2,7,6,2,1,1,4,7,11,2,8,0,9,12,1,2,2,1,1,6,1,0,1,1138.5600000000002
6,14,1,1,0,2,7,6,2,1,2,4,3,1,2,4,0,9,13,1,1,2,2,1,6,1,5,0,980.396
2,14,1,1,2,2,9,6,2,1,9,4,0,1,3,4,0,11,13,1,2,2,1,1,6,0,7,1,1349.0
11,14,1,1,2,2,0,1,0,2,1,6,2,1,2,4,1,0,12,1,2,1,1,1,6,1,9,1,293.79
11,14,1,1,2,2,0,1,0,2,1,11,2,1,2,4,1,9,12,1,2,1,1,1,6,1,9,1,355.82
18,12,0,1,5,2,6,6,2,1,1,4,7,1,2,8,1,0,12,0,1,1,0,1,4,0,5,0,1026.3266666666666
5,12,7,1,2,2,3,6,1,1,8,6,7,1,2,7,1,14,12,1,1,1,1,1,6,1,5,0,1013.354
13,5,1,1,2,2,14,1,0,2,2,6,0,1,3,5,0,11,11,3,1,1,1,1,6,0,6,1,677.225
13,12,1,1,2,2,14,1,0,2,2,6,0,1,3,5,0,11,11,3,1,1,1,1,6,0,6,1,772.2733333333332
13,6,1,1,2,2,9,6,1,1,2,4,3,1,2,5,0,14,11,1,1,2,2,1,6,1,5,0,1338.4899999999998
0,12,9,1,4,2,14,1,0,2,1,6,0,6,2,5,0,9,11,3,0,1,1,1,8,1,9,1,907.796
0,14,9,1,4,2,14,1,0,2,1,6,0,1,3,5,0,11,11,3,1,1,1,1,8,0,6,1,966.008
0,12,9,1,4,2,14,1,0,2,1,6,0,6,3,5,0,11,11,3,1,1,1,1,8,0,6,1,926.225
0,8,1,1,4,2,14,1,0,2,1,6,0,1,2,5,0,11,11,1,1,1,1,1,6,0,6,1,822.1479999999999
0,13,1,1,4,2,14,17,0,2,1,6,0,1,2,5,0,11,11,1,1,1,2,1,6,0,6,1,941.4733333333334
0,12,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,1,1,6,0,6,1,788.294
0,8,1,1,4,2,14,1,0,2,1,6,0,1,2,5,0,11,11,1,1,1,1,1,6,0,6,1,780.5799999999999
0,12,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,1,1,6,0,6,1,791.8050000000001
6,12,1,1,0,2,2,6,2,1,0,4,0,1,3,4,0,12,13,1,1,1,1,1,1,1,5,0,768.9860000000001
6,12,1,1,0,2,11,6,2,1,0,4,0,1,3,4,0,12,13,1,1,1,1,1,1,1,5,0,633.016
18,12,1,1,2,2,15,1,0,2,1,6,7,1,2,8,0,0,12,1,1,1,1,1,6,1,5,0,911.898
12,12,1,1,2,2,14,10,0,2,11,6,0,4,3,12,0,11,13,1,1,1,1,1,6,0,9,1,764.9619999999999
12,11,1,2,2,2,14,10,0,7,11,12,0,1,3,12,0,14,18,1,1,1,0,1,1,1,5,0,1143.28
12,13,1,2,2,2,14,7,0,7,11,8,0,1,3,12,0,14,18,1,1,1,0,1,6,1,5,0,1288.506
5,11,0,1,2,2,11,6,1,2,8,4,7,1,3,7,0,14,12,0,1,1,0,1,0,1,5,0,1204.5
18,12,1,1,5,2,9,6,2,2,1,6,7,11,3,8,0,0,12,1,1,3,0,1,6,1,0,1,1149.0
0,10,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,0,1,1,0,6,1,1172.0575
0,14,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,0,1,1,0,6,1,1225.1240000000005
5,13,3,1,2,2,14,1,1,2,8,6,7,1,3,7,0,14,12,3,1,1,1,1,8,1,5,0,999.338
5,12,4,2,2,2,14,6,1,2,8,11,7,1,3,7,0,14,18,1,1,1,1,1,1,1,5,0,1132.3333333333333
5,4,4,3,2,2,14,6,1,2,8,11,7,1,3,7,0,14,22,1,1,1,1,1,1,1,5,0,1361.8733333333332
5,10,4,2,2,2,15,1,1,2,8,11,7,1,3,7,0,14,18,1,1,1,1,1,1,1,5,0,1296.362
15,1,8,1,6,2,14,1,0,2,1,6,3,6,3,0,0,5,2,3,0,1,1,1,8,1,9,1,2293.5475
15,1,9,1,6,2,14,1,0,2,1,6,3,6,3,0,0,5,2,3,0,1,1,1,8,1,9,1,995.0
18,8,1,1,5,2,16,6,2,2,1,6,7,1,3,8,0,0,12,1,2,2,1,1,1,1,5,0,975.0
5,12,1,1,2,2,14,2,0,2,8,6,7,6,2,7,1,14,12,1,0,1,1,1,6,1,5,0,888.2439999999999
18,12,1,1,5,2,7,6,2,1,1,4,7,1,2,5,0,5,12,1,2,2,1,1,6,1,5,0,875.5600000000001
15,9,1,1,6,2,0,11,0,2,1,6,3,6,2,0,1,5,2,1,1,1,1,1,6,1,9,1,2457.94
20,13,1,2,2,2,15,2,2,2,1,8,7,1,3,10,1,7,18,3,1,1,1,1,6,1,4,0,1120.98
5,13,1,1,2,2,15,2,0,2,8,6,7,6,2,7,1,14,12,1,1,1,1,1,6,1,5,0,1120.5579999999998
18,3,1,1,5,2,14,6,2,1,1,6,7,1,3,12,0,11,2,1,1,2,1,1,1,0,6,1,1073.9133333333332
18,13,9,1,2,2,14,2,0,2,1,6,7,6,2,8,0,0,12,3,1,1,1,1,8,1,9,1,852.9975
0,8,1,1,6,2,15,1,0,2,1,6,0,6,2,5,0,11,11,3,1,1,0,1,6,0,6,1,2097.4125
18,12,1,1,5,2,16,6,2,1,1,4,7,1,2,5,0,5,12,1,2,2,1,1,6,1,5,0,916.3266666666668
5,12,1,1,2,2,11,6,2,1,8,4,7,1,3,7,1,14,12,1,1,1,1,1,6,1,5,0,900.392
5,12,1,1,2,2,11,6,2,1,8,4,7,1,3,7,1,14,12,1,1,1,1,1,6,0,4,0,1126.838
13,13,1,2,2,2,16,15,1,2,2,8,0,5,3,5,0,11,11,1,1,1,1,1,1,0,6,1,954.3225
13,10,1,1,2,2,16,3,1,2,2,6,0,5,3,5,0,11,11,1,1,2,1,1,1,0,6,1,700.6699999999998
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1234.05
7,11,17,1,6,2,13,1,0,2,1,6,0,11,2,20,0,15,10,3,0,1,2,1,8,0,9,1,1287.475
7,12,9,1,6,2,13,14,0,2,1,6,4,6,2,20,0,1,10,3,0,1,2,1,8,0,9,1,1474.76
7,12,1,1,6,2,15,1,0,2,1,6,4,6,2,20,0,1,10,1,0,2,2,1,6,0,5,0,1532.7125
7,11,15,1,6,2,15,1,0,2,2,6,3,6,2,1,0,1,10,1,1,1,1,1,6,1,5,0,1712.936
5,8,1,1,2,2,7,6,2,1,8,4,7,7,2,4,0,1,13,1,2,2,1,1,6,0,5,0,1213.536
18,12,1,1,2,2,14,6,2,2,8,6,7,1,3,8,0,11,2,1,1,1,1,1,1,0,6,1,972.626
18,7,1,1,5,2,14,6,2,2,1,6,7,1,3,8,0,0,12,1,1,2,1,1,1,1,5,0,520.6533333333333
2,12,1,1,2,2,9,6,2,1,9,4,0,1,2,4,0,11,13,1,2,2,2,1,6,0,6,1,956.3133333333334
18,13,0,1,2,2,2,6,2,1,1,3,0,1,2,8,0,0,12,0,1,1,0,1,0,1,5,0,1099.3333333333333
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1199.0
17,13,11,1,5,1,12,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,0,1,1139.05
5,11,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,6,1,5,0,838.4080000000001
5,9,1,1,2,2,7,6,2,1,8,4,7,7,3,7,1,14,12,1,1,2,1,1,6,1,5,0,1111.52
5,10,1,1,2,2,7,6,2,1,8,4,7,1,3,7,1,14,12,1,1,2,1,1,1,1,5,0,927.4199999999998
2,11,1,1,5,2,2,6,2,2,1,4,0,1,2,4,0,11,13,1,2,2,1,1,1,0,6,1,1299.3333333333333
9,11,1,1,6,2,3,6,1,1,1,4,3,11,2,4,0,9,13,1,0,2,2,1,6,0,5,0,1399.5
11,13,1,1,2,2,14,10,0,2,1,6,3,6,3,4,1,9,12,1,1,1,1,1,6,1,5,0,315.18
11,12,1,1,2,2,15,16,0,2,1,6,3,1,2,4,1,9,12,1,1,1,1,1,6,1,5,0,282.54
11,12,1,1,2,2,15,16,0,2,1,6,3,6,2,4,1,9,12,1,1,1,1,1,6,1,5,0,355.98
10,8,15,1,3,0,12,7,2,2,8,3,3,11,2,4,0,1,11,1,2,3,0,1,6,0,0,1,2387.79
10,12,1,1,3,0,12,7,2,2,8,3,5,11,2,4,0,1,11,1,2,3,0,1,6,0,0,1,2429.62
10,8,1,0,3,0,1,7,2,2,8,3,5,1,2,4,0,1,11,1,2,3,0,1,6,0,5,0,2315.7200000000003
10,13,15,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,3,1,1,6,1,0,1,2294.032
10,12,1,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,3,1,1,6,1,0,1,2363.0260000000003
10,12,1,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,3,1,1,6,1,0,1,2068.9066666666668
10,10,0,1,3,2,0,6,2,1,8,3,0,1,2,4,0,1,11,0,1,2,1,1,4,0,9,1,2668.168
10,12,1,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,2,1,1,6,1,0,1,2433.3233333333333
10,11,1,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,3,1,1,6,1,5,0,2035.1925
10,13,1,1,3,2,7,6,2,1,8,3,3,1,2,4,0,9,11,1,1,3,1,1,6,1,0,1,2386.7375
10,11,1,1,3,2,7,6,2,1,8,3,3,11,2,4,0,9,11,1,1,3,1,1,6,1,5,0,2189.8
10,11,1,1,3,1,7,7,2,2,8,3,3,1,2,4,0,9,11,1,2,3,1,1,6,1,0,1,2662.495
5,13,1,3,2,2,14,6,2,2,8,11,7,1,3,14,1,14,22,1,1,1,1,1,1,0,4,0,1423.1266666666668
5,10,1,1,2,2,14,6,2,2,8,6,7,1,3,7,1,14,12,1,1,1,1,1,6,1,5,0,902.434
18,2,17,1,5,2,6,2,0,2,1,19,7,7,2,4,0,0,12,3,1,1,1,1,8,0,5,0,941.42
18,7,1,2,5,2,14,6,2,2,1,8,7,1,3,5,0,0,18,1,1,2,1,1,1,1,5,0,1019.168
18,7,1,2,5,2,15,6,2,2,1,8,7,1,3,5,0,0,18,1,1,1,1,1,1,1,5,0,1266.62
18,13,1,1,2,2,13,1,0,2,1,6,7,1,2,8,0,9,12,1,0,1,1,1,6,1,9,1,971.85
0,9,9,1,6,2,14,2,0,2,1,6,3,11,1,5,0,1,11,3,0,1,0,1,8,0,5,0,2833.6925
12,13,1,1,2,2,14,10,0,2,11,6,0,1,3,12,0,14,13,1,1,1,1,1,1,1,5,0,924.1366666666668
12,11,1,1,2,2,14,10,0,2,11,6,0,11,3,12,0,14,13,3,1,1,0,1,6,1,5,0,938.68
12,7,8,1,2,2,14,3,0,2,11,6,0,6,3,12,0,11,13,3,0,1,1,1,8,0,3,1,1167.7800000000002
17,13,12,1,5,2,9,5,0,2,1,6,0,7,2,4,0,2,13,3,1,1,2,1,8,1,9,1,950.7475
18,6,1,1,5,2,14,6,2,2,1,6,7,1,3,8,0,11,2,1,1,2,0,1,1,0,6,1,1099.0
12,12,8,1,2,2,14,6,0,2,11,6,0,1,3,12,0,11,13,3,1,1,1,1,8,0,3,1,1036.8300000000002
2,12,1,1,5,2,16,6,2,2,9,6,0,1,3,8,0,11,13,1,1,1,0,1,6,0,6,1,1092.97
7,12,17,1,6,2,13,2,0,2,1,6,0,11,1,16,0,1,12,3,0,1,2,1,8,0,9,1,1786.7599999999998
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,9,1,1112.0
5,8,1,1,2,2,14,6,1,2,8,6,7,1,3,7,0,14,13,1,1,1,0,1,1,1,5,0,1254.025
5,12,0,2,2,2,14,1,1,2,8,11,7,1,3,10,0,14,18,0,1,1,0,1,4,1,5,0,1028.915
18,13,0,1,2,2,15,1,0,2,1,6,7,1,2,8,0,0,12,0,1,1,0,1,4,1,5,0,1154.332
15,11,1,1,6,2,9,11,0,2,1,6,3,1,2,0,0,5,2,1,0,2,0,1,6,1,9,1,2653.594
2,12,1,1,2,2,14,3,0,2,1,6,0,1,3,4,0,11,13,1,1,1,0,1,6,0,6,1,801.3299999999999
2,11,1,1,2,2,14,6,0,2,1,6,0,1,3,4,0,11,13,1,1,1,0,1,6,0,6,1,509.99
2,13,1,1,2,2,14,3,0,2,1,6,0,1,3,4,0,11,13,1,1,1,0,1,6,0,7,1,949.33
5,12,1,1,2,2,14,1,0,2,8,6,7,1,2,7,0,11,12,1,1,1,1,1,6,0,6,1,892.1333333333333
2,11,1,1,2,2,9,6,2,1,9,4,0,1,2,4,0,11,13,1,2,2,1,1,6,0,6,1,1008.1075
5,12,1,1,2,2,12,6,2,2,8,6,7,1,3,7,0,14,12,1,1,1,1,1,1,1,5,0,1491.5
22,11,1,1,6,2,14,1,0,2,1,6,2,1,2,4,0,11,13,1,1,1,0,1,6,0,6,1,2732.333333333333
23,10,9,1,2,2,14,7,0,2,1,6,2,11,2,7,0,9,5,3,1,1,1,1,8,1,9,1,625.0
23,12,9,1,2,2,14,7,0,2,1,6,2,11,2,7,0,9,5,3,1,1,1,1,8,1,9,1,682.5125
17,13,11,1,5,0,12,18,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,0,1,1407.5
5,12,0,1,2,2,3,6,1,1,8,6,7,1,2,7,0,14,12,0,1,1,0,1,0,1,5,0,880.8399999999998
13,5,1,1,2,2,14,1,0,2,2,6,0,6,3,5,0,11,11,3,1,1,1,1,6,0,6,1,773.3266666666667
13,13,1,1,2,2,14,3,0,2,2,6,0,6,3,14,0,14,11,3,1,1,1,0,6,1,4,0,1183.776
13,11,1,1,2,2,2,6,1,2,2,6,0,5,3,5,0,14,11,1,1,2,0,1,1,0,5,0,767.4125
13,12,1,1,4,2,9,6,0,2,2,6,0,1,3,5,0,14,11,3,1,1,1,1,6,1,5,0,919.15
0,12,1,1,4,2,14,6,0,2,1,6,0,6,3,5,0,14,11,3,1,1,1,1,6,1,5,0,827.5799999999999
0,13,9,1,4,2,14,17,0,2,1,6,0,1,2,5,0,11,11,3,1,1,1,1,8,0,6,1,956.99
0,13,9,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,3,1,1,1,1,8,0,6,1,874.0619999999999
0,14,9,1,4,2,14,1,0,2,1,6,0,6,2,5,0,9,11,3,1,1,1,1,8,1,5,0,816.5719999999999
0,13,8,1,4,2,14,1,0,2,1,6,0,1,2,5,0,11,11,3,1,1,1,1,8,0,6,1,869.04
0,13,8,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,3,1,1,1,1,8,0,6,1,842.0099999999999
12,13,1,1,2,2,14,2,0,2,11,6,0,11,3,12,0,11,13,1,1,1,0,1,6,0,3,1,1205.618
18,11,1,2,5,2,16,6,2,1,1,8,7,1,3,12,0,11,18,1,2,2,1,1,1,0,6,1,1349.0
12,12,1,1,2,2,14,3,0,2,11,6,1,1,3,12,0,11,13,3,1,1,0,1,6,0,3,1,1038.6166666666666
12,12,1,1,2,2,14,3,0,2,11,6,1,1,3,12,0,14,13,1,1,1,0,1,6,1,5,0,817.0049999999999
12,10,8,1,3,2,14,3,0,2,7,6,0,6,3,13,0,11,13,3,0,1,1,0,8,0,1,1,875.5379999999999
12,13,9,1,2,2,14,6,0,2,11,6,1,11,3,12,0,11,13,3,1,1,1,1,2,0,1,1,1593.125
17,13,12,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,3,1,1,2,1,8,1,9,1,1199.0
17,13,1,1,5,2,12,5,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1066.2675
17,13,1,1,5,2,12,5,2,0,1,4,0,7,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1078.035
17,14,1,1,5,2,12,5,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1305.7333333333331
16,11,1,1,6,2,10,6,2,1,1,5,3,11,3,0,0,13,6,1,2,1,1,1,6,1,9,1,1354.9425
16,14,1,1,6,2,10,6,2,1,1,5,3,11,3,0,0,13,11,1,2,1,1,1,6,1,9,1,1631.66
0,14,1,1,4,2,14,1,0,2,1,6,0,6,2,5,0,9,11,1,1,1,0,1,1,1,5,0,1022.274
17,13,1,1,5,2,9,5,2,0,1,4,0,1,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1074.0
14,13,2,1,2,2,14,6,1,1,1,6,3,1,3,8,0,11,2,3,1,1,1,1,8,0,6,1,851.0779999999999
5,13,0,1,2,2,14,2,0,2,8,6,7,1,2,7,1,14,12,0,1,1,0,1,0,1,5,0,1017.545
15,8,2,1,6,2,9,11,0,2,1,6,3,11,2,0,0,5,2,3,0,1,1,1,8,1,9,1,1189.5
15,12,0,1,6,2,0,11,0,2,1,6,3,11,2,0,1,5,2,0,1,0,0,1,4,1,5,0,2449.0
18,9,1,1,2,2,15,6,0,2,1,6,7,6,2,8,0,11,2,1,1,2,0,1,3,0,6,1,938.3266666666668
5,9,1,1,2,2,15,6,1,1,8,4,7,7,3,7,0,14,12,1,0,1,0,1,1,1,5,0,1114.04
18,12,1,1,5,2,9,6,2,1,1,4,7,1,2,8,0,9,12,1,2,2,1,1,6,1,5,0,859.3900000000001
2,14,1,1,2,2,7,6,2,1,1,4,0,1,2,4,0,11,13,1,2,2,2,1,6,0,6,1,969.33
2,13,1,1,2,2,16,6,2,1,9,4,0,1,3,4,0,11,13,1,2,2,1,1,6,0,7,1,1168.5675
2,11,1,1,2,2,16,6,2,1,9,4,0,1,2,4,0,11,13,1,2,2,1,1,6,0,6,1,985.92
18,7,1,1,5,2,16,6,2,2,1,6,7,1,3,8,0,0,12,1,1,2,1,1,1,1,5,0,985.92
0,7,7,1,4,2,14,1,0,2,1,6,0,6,2,5,0,11,11,1,1,1,0,1,6,0,6,1,1313.5675
13,13,1,2,2,2,16,15,1,2,2,8,0,5,3,5,0,11,16,1,1,2,1,1,1,0,6,1,863.4699999999999
2,13,1,1,2,2,2,6,2,1,9,4,0,1,3,4,0,11,13,1,2,2,1,1,6,0,7,1,1149.0
2,11,1,1,2,2,2,6,2,1,9,4,0,1,2,4,0,11,13,1,2,2,1,1,6,0,6,1,948.9
18,3,1,1,5,2,0,6,2,1,1,4,7,11,2,8,0,0,12,1,1,2,1,1,6,0,5,0,948.9
18,7,1,1,5,2,14,6,2,1,1,4,7,11,2,8,0,0,12,1,1,2,1,1,6,0,5,0,989.955
18,8,1,1,5,2,14,2,2,1,1,4,7,1,2,8,0,0,12,1,1,2,1,1,6,0,5,0,1200.9
20,11,1,1,2,2,14,6,2,2,1,6,7,1,3,7,0,11,13,3,1,1,1,1,6,0,6,1,771.265
20,11,1,1,2,2,14,6,2,2,1,6,7,1,3,7,0,11,13,3,1,1,1,1,6,0,6,1,841.5
20,11,1,1,2,2,14,6,2,2,1,6,7,1,3,7,0,11,13,3,1,1,1,1,6,0,6,1,843.6466666666666
17,13,11,0,5,1,9,5,2,0,1,4,0,11,2,4,0,2,14,1,1,1,2,1,6,1,5,0,1212.4
7,10,15,1,6,2,5,1,0,2,1,1,6,11,2,20,0,1,12,1,0,2,2,1,6,0,9,1,1924.955
7,11,13,1,6,2,15,1,0,2,1,6,0,11,2,20,0,15,10,1,1,1,1,1,6,0,5,0,1163.284
7,12,15,1,6,2,6,1,0,2,1,6,4,11,2,20,0,1,10,1,0,1,1,1,6,0,9,1,1672.672
7,12,17,1,6,2,13,1,0,2,1,6,4,6,2,20,0,1,10,3,0,1,2,1,8,0,9,1,1341.38
7,12,15,1,6,2,15,1,0,2,1,6,4,11,2,20,0,1,10,1,1,1,1,1,6,0,5,0,1325.784
12,12,1,2,2,2,14,10,0,2,11,6,0,1,3,12,0,14,18,1,1,1,1,1,6,0,4,0,1421.3975
14,10,1,1,2,2,7,6,2,1,1,6,3,6,3,4,0,11,2,1,1,2,1,1,6,0,6,1,612.845
18,9,9,1,2,2,14,6,0,2,1,6,7,11,3,12,0,11,2,3,1,1,1,0,8,0,6,1,634.9866666666667
5,9,1,1,2,2,7,6,2,2,8,11,7,1,3,7,0,14,12,1,1,2,0,1,6,0,5,0,1356.28
17,13,1,1,5,2,9,5,0,2,1,6,0,6,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1217.2225
17,13,1,1,5,2,9,1,0,2,1,6,0,6,2,4,0,2,5,1,1,1,2,1,6,1,5,0,1499.0
17,13,0,1,5,2,9,5,0,2,1,0,0,6,2,4,0,2,13,0,1,1,2,1,4,1,5,0,1232.6633333333332
5,12,1,1,2,2,7,6,2,1,8,4,7,1,2,4,0,14,12,1,1,1,1,1,6,1,5,0,1082.3333333333333
17,13,1,1,5,2,0,5,2,0,1,4,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,1051.6075
6,13,1,1,0,2,2,6,2,1,1,4,0,1,3,4,0,11,14,1,1,2,0,1,6,0,6,1,887.808
17,13,13,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,837.3433333333332
18,11,1,1,2,2,14,6,0,2,1,6,7,1,3,8,0,0,12,1,2,1,1,0,6,1,9,1,722.098
18,11,1,1,2,2,14,6,0,2,1,6,7,1,3,8,0,9,12,1,2,1,1,0,6,1,9,1,811.1359999999999
17,13,11,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,788.155
17,13,1,1,5,2,9,5,0,2,1,6,0,11,2,4,0,2,13,1,1,1,2,1,6,1,5,0,843.0380000000001
